gender,emotion,actor,path
male,happy,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-03-01-02-01-01.wav
male,happy,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-03-01-02-02-01.wav
male,happy,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-03-02-01-01-01.wav
male,happy,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-03-02-01-02-01.wav
male,happy,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-03-02-02-01-01.wav
male,happy,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-03-02-02-02-01.wav
male,sad,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-04-01-01-01-01.wav
male,sad,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-04-01-01-02-01.wav
male,sad,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-04-01-02-01-01.wav
male,sad,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-04-01-02-02-01.wav
male,sad,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-04-02-01-01-01.wav
male,sad,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-04-02-01-02-01.wav
male,sad,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-04-02-02-01-01.wav
male,sad,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-04-02-02-02-01.wav
male,angry,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-05-01-01-01-01.wav
male,angry,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-05-01-01-02-01.wav
male,angry,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-05-01-02-01-01.wav
male,angry,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-05-01-02-02-01.wav
male,angry,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-05-02-01-01-01.wav
male,angry,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-05-02-01-02-01.wav
male,angry,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-05-02-02-01-01.wav
male,angry,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-05-02-02-02-01.wav
male,fear,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-06-01-01-01-01.wav
male,fear,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-06-01-01-02-01.wav
male,fear,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-06-01-02-01-01.wav
male,fear,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-06-01-02-02-01.wav
male,fear,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-06-02-01-01-01.wav
male,fear,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-06-02-01-02-01.wav
male,fear,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-06-02-02-01-01.wav
male,fear,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-06-02-02-02-01.wav
male,disgust,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-07-01-01-01-01.wav
male,disgust,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-07-01-01-02-01.wav
male,disgust,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-07-01-02-01-01.wav
male,disgust,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-07-01-02-02-01.wav
male,disgust,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-07-02-01-01-01.wav
male,disgust,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-07-02-01-02-01.wav
male,disgust,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-07-02-02-01-01.wav
male,disgust,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-07-02-02-02-01.wav
male,surprise,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-08-01-01-01-01.wav
male,surprise,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-08-01-01-02-01.wav
male,surprise,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-08-01-02-01-01.wav
male,surprise,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-08-01-02-02-01.wav
male,surprise,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-08-02-01-01-01.wav
male,surprise,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-08-02-01-02-01.wav
male,surprise,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-08-02-02-01-01.wav
male,surprise,1,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_01/03-01-08-02-02-02-01.wav
female,neutral,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-01-01-01-01-02.wav
female,neutral,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-01-01-01-02-02.wav
female,neutral,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-01-01-02-01-02.wav
female,neutral,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-01-01-02-02-02.wav
female,calm,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-02-01-01-01-02.wav
female,calm,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-02-01-01-02-02.wav
female,calm,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-02-01-02-01-02.wav
female,calm,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-02-01-02-02-02.wav
female,calm,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-02-02-01-01-02.wav
female,calm,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-02-02-01-02-02.wav
female,calm,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-02-02-02-01-02.wav
female,calm,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-02-02-02-02-02.wav
female,happy,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-03-01-01-01-02.wav
female,happy,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-03-01-01-02-02.wav
female,happy,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-03-01-02-01-02.wav
female,happy,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-03-01-02-02-02.wav
female,happy,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-03-02-01-01-02.wav
female,happy,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-03-02-01-02-02.wav
female,happy,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-03-02-02-01-02.wav
female,happy,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-03-02-02-02-02.wav
female,sad,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-04-01-01-01-02.wav
female,sad,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-04-01-01-02-02.wav
female,sad,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-04-01-02-01-02.wav
female,sad,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-04-01-02-02-02.wav
female,sad,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-04-02-01-01-02.wav
female,sad,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-04-02-01-02-02.wav
female,sad,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-04-02-02-01-02.wav
female,sad,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-04-02-02-02-02.wav
female,angry,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-05-01-01-01-02.wav
female,angry,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-05-01-01-02-02.wav
female,angry,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-05-01-02-01-02.wav
female,angry,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-05-01-02-02-02.wav
female,angry,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-05-02-01-01-02.wav
female,angry,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-05-02-01-02-02.wav
female,angry,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-05-02-02-01-02.wav
female,angry,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-05-02-02-02-02.wav
female,fear,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-06-01-01-01-02.wav
female,fear,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-06-01-01-02-02.wav
female,fear,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-06-01-02-01-02.wav
female,fear,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-06-01-02-02-02.wav
female,fear,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-06-02-01-01-02.wav
female,fear,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-06-02-01-02-02.wav
female,fear,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-06-02-02-01-02.wav
female,fear,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-06-02-02-02-02.wav
female,disgust,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-07-01-01-01-02.wav
female,disgust,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-07-01-01-02-02.wav
female,disgust,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-07-01-02-01-02.wav
female,disgust,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-07-01-02-02-02.wav
female,disgust,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-07-02-01-01-02.wav
female,disgust,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-07-02-01-02-02.wav
female,disgust,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-07-02-02-01-02.wav
female,disgust,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-07-02-02-02-02.wav
female,surprise,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-08-01-01-01-02.wav
female,surprise,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-08-01-01-02-02.wav
female,surprise,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-08-01-02-01-02.wav
female,surprise,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-08-01-02-02-02.wav
female,surprise,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-08-02-01-01-02.wav
female,surprise,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-08-02-01-02-02.wav
female,surprise,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-08-02-02-01-02.wav
female,surprise,2,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_02/03-01-08-02-02-02-02.wav
male,neutral,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-01-01-01-01-03.wav
male,neutral,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-01-01-01-02-03.wav
male,neutral,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-01-01-02-01-03.wav
male,neutral,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-01-01-02-02-03.wav
male,calm,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-02-01-01-01-03.wav
male,calm,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-02-01-01-02-03.wav
male,calm,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-02-01-02-01-03.wav
male,calm,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-02-01-02-02-03.wav
male,calm,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-02-02-01-01-03.wav
male,calm,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-02-02-01-02-03.wav
male,calm,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-02-02-02-01-03.wav
male,calm,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-02-02-02-02-03.wav
male,happy,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-03-01-01-01-03.wav
male,happy,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-03-01-01-02-03.wav
male,happy,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-03-01-02-01-03.wav
male,happy,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-03-01-02-02-03.wav
male,happy,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-03-02-01-01-03.wav
male,happy,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-03-02-01-02-03.wav
male,happy,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-03-02-02-01-03.wav
male,happy,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-03-02-02-02-03.wav
male,sad,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-04-01-01-01-03.wav
male,sad,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-04-01-01-02-03.wav
male,sad,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-04-01-02-01-03.wav
male,sad,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-04-01-02-02-03.wav
male,sad,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-04-02-01-01-03.wav
male,sad,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-04-02-01-02-03.wav
male,sad,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-04-02-02-01-03.wav
male,sad,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-04-02-02-02-03.wav
male,angry,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-05-01-01-01-03.wav
male,angry,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-05-01-01-02-03.wav
male,angry,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-05-01-02-01-03.wav
male,angry,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-05-01-02-02-03.wav
male,angry,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-05-02-01-01-03.wav
male,angry,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-05-02-01-02-03.wav
male,angry,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-05-02-02-01-03.wav
male,angry,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-05-02-02-02-03.wav
male,fear,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-06-01-01-01-03.wav
male,fear,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-06-01-01-02-03.wav
male,fear,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-06-01-02-01-03.wav
male,fear,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-06-01-02-02-03.wav
male,fear,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-06-02-01-01-03.wav
male,fear,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-06-02-01-02-03.wav
male,fear,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-06-02-02-01-03.wav
male,fear,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-06-02-02-02-03.wav
male,disgust,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-07-01-01-01-03.wav
male,disgust,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-07-01-01-02-03.wav
male,disgust,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-07-01-02-01-03.wav
male,disgust,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-07-01-02-02-03.wav
male,disgust,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-07-02-01-01-03.wav
male,disgust,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-07-02-01-02-03.wav
male,disgust,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-07-02-02-01-03.wav
male,disgust,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-07-02-02-02-03.wav
male,surprise,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-08-01-01-01-03.wav
male,surprise,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-08-01-01-02-03.wav
male,surprise,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-08-01-02-01-03.wav
male,surprise,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-08-01-02-02-03.wav
male,surprise,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-08-02-01-01-03.wav
male,surprise,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-08-02-01-02-03.wav
male,surprise,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-08-02-02-01-03.wav
male,surprise,3,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_03/03-01-08-02-02-02-03.wav
female,neutral,4,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_04/03-01-01-01-01-01-04.wav
female,neutral,4,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_04/03-01-01-01-01-02-04.wav
female,neutral,4,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_04/03-01-01-01-02-01-04.wav
female,neutral,4,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_04/03-01-01-01-02-02-04.wav
female,calm,4,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_04/03-01-02-01-01-01-04.wav
female,calm,4,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_04/03-01-02-01-01-02-04.wav
female,calm,4,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_04/03-01-02-01-02-01-04.wav
female,calm,4,/Users/diebl/lab/FinalProject__RecognitionSpeechEmotion/audio_speech_actors_01-24/Actor_04/03-01-02-01-02-02-04.wav
